"('Ψ', 0.0)" "('Φ', 838.7388817079598)" "('Ζ', 1179.8097272687157)" "(' ', 1928.9040071725822)" "('Τ', 2097.123676261921)" "('Φ', 2097.123676261921)" "('Ρ', 2229.339948433058)" "('Δ', 2229.339948433058)" "('Η', 2229.339948433058)" "('Ω', 2229.339948433058)" "('Η', 2366.1460915137377)" "('Φ', 2366.1460915137377)" "('Μ', 2575.4267598445217)" "('Υ', 2575.4267598445217)" "('Φ', 2926.145704981164)" "('Δ', 2926.145704981164)" "('Γ', 3324.715604377829)" "('Ο', 3453.2964135954157)" "('Ι', 3453.2964135954157)" "('Τ', 4097.783288916891)" "('Γ', 4195.961255050072)" "(' ', 4195.961255050072)" "('Μ', 4598.53550721087)" "('Κ', 5365.448100215762)" "('Ο', 5402.464306392639)" "('Σ', 5766.650205625442)" "('Ι', 5987.1282162652515)" "('Λ', 9459.572899461607)" "(' ', 9459.572899461607)"
"('Ο', 0.0)" "('Ι', 0.0)" "('Φ', 739.2101458967948)" "('Δ', 739.2101458967948)" "('Γ', 1201.551718190189)" "(' ', 1201.551718190189)" "('Ρ', 1228.572299407031)" "('Δ', 1228.572299407031)" "('Η', 1228.572299407031)" "('Ω', 1228.572299407031)" "('Η', 1761.920292709571)" "('Φ', 1761.920292709571)" "('Τ', 1763.868058017555)" "('Φ', 1763.868058017555)" "('Γ', 2053.1376499705066)" "('Τ', 2127.945316668155)" "('Μ', 2163.6597071388583)" "('Σ', 2735.5508976509886)" "('Ψ', 3453.2964135954157)" "('Ο', 3599.85188535468)" "('Κ', 3904.917432220396)" "('Φ', 3905.116497176905)" "('Ι', 4255.07436939069)" "('Ζ', 4462.218693685325)" "(' ', 4928.190504234323)" "('Μ', 6028.48116413253)" "('Υ', 6028.48116413253)" "('Λ', 6641.287225789028)" "(' ', 6641.287225789028)"
"('Μ', 0.0)" "('Υ', 0.0)" "('Ζ', 1781.1156268232564)" "(' ', 2011.7199817680148)" "('Φ', 2304.7918113705837)" "('Ψ', 2575.4267598445217)" "('Τ', 4560.9694686572775)" "('Φ', 4560.9694686572775)" "('Η', 4783.285156240234)" "('Φ', 4783.285156240234)" "('Ρ', 4802.87186662687)" "('Δ', 4802.87186662687)" "('Η', 4802.87186662687)" "('Ω', 4802.87186662687)" "('Φ', 5479.080932951765)" "('Δ', 5479.080932951765)" "('Γ', 5612.421057450973)" "('Ο', 6028.48116413253)" "('Ι', 6028.48116413253)" "('Τ', 6423.646880219349)" "('Γ', 6714.661363414461)" "(' ', 6714.661363414461)" "('Μ', 6982.6110016293915)" "('Κ', 7351.585877348068)" "('Ο', 7515.427433501969)" "('Ι', 8013.121586957776)" "('Σ', 8235.433830062373)" "('Λ', 11765.243235746224)" "(' ', 11765.243235746224)"
"('Γ', 0.0)" "(' ', 0.0)" "('Μ', 1029.971355988805)" "('Ο', 1201.551718190189)" "('Ι', 1201.551718190189)" "('Τ', 1231.4707783281874)" "('Φ', 1304.7277891356916)" "('Δ', 1304.7277891356916)" "('Γ', 1613.651318063754)" "('Σ', 1619.3514620437122)" "('Η', 1980.7838585572497)" "('Φ', 1980.7838585572497)" "('Ρ', 2069.8631540740075)" "('Δ', 2069.8631540740075)" "('Η', 2069.8631540740075)" "('Ω', 2069.8631540740075)" "('Τ', 2160.8357144442675)" "('Φ', 2160.8357144442675)" "('Ο', 2512.656284962571)" "('Κ', 2890.1084239065276)" "('Ι', 3146.3944573181625)" "('Ψ', 4195.961255050072)" "('Φ', 4455.457243626801)" "('Ζ', 5309.7996686285205)" "('Λ', 5497.313857555712)" "(' ', 5497.313857555712)" "(' ', 5876.618917659658)" "('Μ', 6714.661363414461)" "('Υ', 6714.661363414461)"
"('Τ', 0.0)" "('Φ', 0.0)" "('Η', 309.6405689927571)" "('Φ', 309.6405689927571)" "('Ρ', 837.5756399451021)" "('Δ', 837.5756399451021)" "('Η', 837.5756399451021)" "('Ω', 837.5756399451021)" "('Φ', 1047.2424396549995)" "('Δ', 1047.2424396549995)" "('Γ', 1328.4491338876164)" "('Ο', 1763.868058017555)" "('Ι', 1763.868058017555)" "('Τ', 2033.3484243174964)" "('Ψ', 2097.123676261921)" "('Γ', 2160.8357144442675)" "(' ', 2160.8357144442675)" "('Φ', 2295.2232973265895)" "('Μ', 2505.2642216895024)" "('Ζ', 3260.7030210523412)" "('Ο', 3449.16256013452)" "('Κ', 3518.7999004239286)" "('Σ', 3684.073450410251)" "(' ', 3927.689052756559)" "('Ι', 4079.6726385778047)" "('Μ', 4560.9694686572775)" "('Υ', 4560.9694686572775)" "('Λ', 7370.9721105215185)" "(' ', 7370.9721105215185)"
"('Η', 0.0)" "('Φ', 0.0)" "('Τ', 309.6405689927571)" "('Φ', 309.6405689927571)" "('Γ', 1020.0372223311791)" "('Φ', 1023.0837580248005)" "('Δ', 1023.0837580248005)" "('Ρ', 1039.1151356045643)" "('Δ', 1039.1151356045643)" "('Η', 1039.1151356045643)" "('Ω', 1039.1151356045643)" "('Τ', 1740.4207798868804)" "('Ο', 1761.920292709571)" "('Ι', 1761.920292709571)" "('Γ', 1980.7838585572497)" "(' ', 1980.7838585572497)" "('Μ', 2233.9318101343583)" "('Ψ', 2366.1460915137377)" "('Φ', 2494.2533339447286)" "('Ο', 3141.5224434446827)" "('Κ', 3211.0652635902347)" "('Σ', 3452.1921513956277)" "('Ζ', 3538.3881297412363)" "('Ι', 3771.0884394900554)" "(' ', 4220.5064349971335)" "('Μ', 4783.285156240234)" "('Υ', 4783.285156240234)" "('Λ', 7093.626968562301)" "(' ', 7093.626968562301)"
"(' ', 0.0)" "('Ζ', 829.8989979551484)" "('Ψ', 1928.9040071725822)" "('Μ', 2011.7199817680148)" "('Υ', 2011.7199817680148)" "('Φ', 2381.211925102048)" "('Ρ', 3809.4478614214736)" "('Δ', 3809.4478614214736)" "('Η', 3809.4478614214736)" "('Ω', 3809.4478614214736)" "('Τ', 3927.689052756559)" "('Φ', 3927.689052756559)" "('Η', 4220.5064349971335)" "('Φ', 4220.5064349971335)" "('Φ', 4571.928475996685)" "('Δ', 4571.928475996685)" "('Ο', 4928.190504234323)" "('Ι', 4928.190504234323)" "('Γ', 5215.293613069821)" "('Γ', 5876.618917659658)" "(' ', 5876.618917659658)" "('Τ', 5959.984353412656)" "('Μ', 6419.161210723213)" "('Κ', 7292.354915233214)" "('Ο', 7315.468515036489)" "('Σ', 7489.798129548014)" "('Ι', 7909.4619607460645)" "('Λ', 11282.97715562052)" "(' ', 11282.97715562052)"
"('Λ', 0.0)" "(' ', 0.0)" "('Σ', 3905.804589423368)" "('Ι', 4018.858159780197)" "('Ο', 4336.987540221552)" "('Κ', 4654.735479353847)" "('Μ', 4866.958221543752)" "('Τ', 5369.060906520603)" "('Γ', 5497.313857555712)" "(' ', 5497.313857555712)" "('Γ', 6167.6401520315585)" "('Ο', 6641.287225789028)" "('Ι', 6641.287225789028)" "('Φ', 6768.824627192614)" "('Δ', 6768.824627192614)" "('Η', 7093.626968562301)" "('Φ', 7093.626968562301)" "('Τ', 7370.9721105215185)" "('Φ', 7370.9721105215185)" "('Ρ', 7531.674625844648)" "('Δ', 7531.674625844648)" "('Η', 7531.674625844648)" "('Ω', 7531.674625844648)" "('Ψ', 9459.572899461607)" "('Φ', 9470.33308010613)" "('Ζ', 10630.81313473637)" "(' ', 11282.97715562052)" "('Μ', 11765.243235746224)" "('Υ', 11765.243235746224)"
"('Ο', 0.0)" "('Ι', 0.0)" "('Φ', 739.2101458967948)" "('Δ', 739.2101458967948)" "('Γ', 1201.551718190189)" "(' ', 1201.551718190189)" "('Ρ', 1228.572299407031)" "('Δ', 1228.572299407031)" "('Η', 1228.572299407031)" "('Ω', 1228.572299407031)" "('Η', 1761.920292709571)" "('Φ', 1761.920292709571)" "('Τ', 1763.868058017555)" "('Φ', 1763.868058017555)" "('Γ', 2053.1376499705066)" "('Τ', 2127.945316668155)" "('Μ', 2163.6597071388583)" "('Σ', 2735.5508976509886)" "('Ψ', 3453.2964135954157)" "('Ο', 3599.85188535468)" "('Κ', 3904.917432220396)" "('Φ', 3905.116497176905)" "('Ι', 4255.07436939069)" "('Ζ', 4462.218693685325)" "(' ', 4928.190504234323)" "('Μ', 6028.48116413253)" "('Υ', 6028.48116413253)" "('Λ', 6641.287225789028)" "(' ', 6641.287225789028)"
"('Ο', 0.0)" "('Κ', 525.0628007336596)" "('Ι', 662.690899722031)" "('Μ', 1484.7762931561526)" "('Τ', 1529.9186523166468)" "('Γ', 2121.8346868961908)" "('Σ', 2178.574204227244)" "('Γ', 2512.656284962571)" "(' ', 2512.656284962571)" "('Η', 3141.5224434446827)" "('Φ', 3141.5224434446827)" "('Φ', 3292.448890603993)" "('Δ', 3292.448890603993)" "('Τ', 3449.16256013452)" "('Φ', 3449.16256013452)" "('Ο', 3599.85188535468)" "('Ι', 3599.85188535468)" "('Ρ', 3924.398796365003)" "('Δ', 3924.398796365003)" "('Η', 3924.398796365003)" "('Ω', 3924.398796365003)" "('Λ', 4336.987540221552)" "(' ', 4336.987540221552)" "('Φ', 5261.208474513709)" "('Ψ', 5402.464306392639)" "('Ζ', 6578.3256303804355)" "(' ', 7315.468515036489)" "('Μ', 7515.427433501969)" "('Υ', 7515.427433501969)"
"('Σ', 0.0)" "('Μ', 1362.2110668525522)" "('Γ', 1619.3514620437122)" "(' ', 1619.3514620437122)" "('Τ', 1973.7917740014443)" "('Ο', 2178.574204227244)" "('Ι', 2585.8727458296926)" "('Κ', 2698.941154666198)" "('Ο', 2735.5508976509886)" "('Ι', 2735.5508976509886)" "('Γ', 2741.799946746771)" "('Φ', 2920.6244605282377)" "('Δ', 2920.6244605282377)" "('Η', 3452.1921513956277)" "('Φ', 3452.1921513956277)" "('Τ', 3684.073450410251)" "('Φ', 3684.073450410251)" "('Ρ', 3687.0394638394923)" "('Δ', 3687.0394638394923)" "('Η', 3687.0394638394923)" "('Ω', 3687.0394638394923)" "('Λ', 3905.804589423368)" "(' ', 3905.804589423368)" "('Ψ', 5766.650205625442)" "('Φ', 5942.7572710279865)" "('Ζ', 6902.716176350815)" "(' ', 7489.798129548014)" "('Μ', 8235.433830062373)" "('Υ', 8235.433830062373)"
"('Ρ', 0.0)" "('Δ', 0.0)" "('Η', 0.0)" "('Ω', 0.0)" "('Φ', 767.5108679753587)" "('Δ', 767.5108679753587)" "('Τ', 837.5756399451021)" "('Φ', 837.5756399451021)" "('Η', 1039.1151356045643)" "('Φ', 1039.1151356045643)" "('Ο', 1228.572299407031)" "('Ι', 1228.572299407031)" "('Γ', 1896.7849986170447)" "('Γ', 2069.8631540740075)" "(' ', 2069.8631540740075)" "('Ψ', 2229.339948433058)" "('Τ', 2408.569552485567)" "('Φ', 2690.550092785903)" "('Μ', 2730.5324943767687)" "('Ζ', 3276.075349707403)" "('Σ', 3687.0394638394923)" "(' ', 3809.4478614214736)" "('Ο', 3924.398796365003)" "('Κ', 4083.7527256227813)" "('Ι', 4580.307911084024)" "('Μ', 4802.87186662687)" "('Υ', 4802.87186662687)" "('Λ', 7531.674625844648)" "(' ', 7531.674625844648)"
"('Φ', 0.0)" "('Δ', 0.0)" "('Ο', 739.2101458967948)" "('Ι', 739.2101458967948)" "('Ρ', 767.5108679753587)" "('Δ', 767.5108679753587)" "('Η', 767.5108679753587)" "('Ω', 767.5108679753587)" "('Η', 1023.0837580248005)" "('Φ', 1023.0837580248005)" "('Τ', 1047.2424396549995)" "('Φ', 1047.2424396549995)" "('Γ', 1304.7277891356916)" "(' ', 1304.7277891356916)" "('Γ', 1451.36674070363)" "('Τ', 1762.8554744760547)" "('Μ', 2003.2458145136595)" "('Σ', 2920.6244605282377)" "('Ψ', 2926.145704981164)" "('Φ', 3278.155206907533)" "('Ο', 3292.448890603993)" "('Κ', 3514.865879914485)" "('Ι', 3954.8140774633216)" "('Ζ', 4015.6652560572825)" "(' ', 4571.928475996685)" "('Μ', 5479.080932951765)" "('Υ', 5479.080932951765)" "('Λ', 6768.824627192614)" "(' ', 6768.824627192614)"
"('Φ', 0.0)" "('Δ', 0.0)" "('Ο', 739.2101458967948)" "('Ι', 739.2101458967948)" "('Ρ', 767.5108679753587)" "('Δ', 767.5108679753587)" "('Η', 767.5108679753587)" "('Ω', 767.5108679753587)" "('Η', 1023.0837580248005)" "('Φ', 1023.0837580248005)" "('Τ', 1047.2424396549995)" "('Φ', 1047.2424396549995)" "('Γ', 1304.7277891356916)" "(' ', 1304.7277891356916)" "('Γ', 1451.36674070363)" "('Τ', 1762.8554744760547)" "('Μ', 2003.2458145136595)" "('Σ', 2920.6244605282377)" "('Ψ', 2926.145704981164)" "('Φ', 3278.155206907533)" "('Ο', 3292.448890603993)" "('Κ', 3514.865879914485)" "('Ι', 3954.8140774633216)" "('Ζ', 4015.6652560572825)" "(' ', 4571.928475996685)" "('Μ', 5479.080932951765)" "('Υ', 5479.080932951765)" "('Λ', 6768.824627192614)" "(' ', 6768.824627192614)"
"('Ρ', 0.0)" "('Δ', 0.0)" "('Η', 0.0)" "('Ω', 0.0)" "('Φ', 767.5108679753587)" "('Δ', 767.5108679753587)" "('Τ', 837.5756399451021)" "('Φ', 837.5756399451021)" "('Η', 1039.1151356045643)" "('Φ', 1039.1151356045643)" "('Ο', 1228.572299407031)" "('Ι', 1228.572299407031)" "('Γ', 1896.7849986170447)" "('Γ', 2069.8631540740075)" "(' ', 2069.8631540740075)" "('Ψ', 2229.339948433058)" "('Τ', 2408.569552485567)" "('Φ', 2690.550092785903)" "('Μ', 2730.5324943767687)" "('Ζ', 3276.075349707403)" "('Σ', 3687.0394638394923)" "(' ', 3809.4478614214736)" "('Ο', 3924.398796365003)" "('Κ', 4083.7527256227813)" "('Ι', 4580.307911084024)" "('Μ', 4802.87186662687)" "('Υ', 4802.87186662687)" "('Λ', 7531.674625844648)" "(' ', 7531.674625844648)"
"('Η', 0.0)" "('Φ', 0.0)" "('Τ', 309.6405689927571)" "('Φ', 309.6405689927571)" "('Γ', 1020.0372223311791)" "('Φ', 1023.0837580248005)" "('Δ', 1023.0837580248005)" "('Ρ', 1039.1151356045643)" "('Δ', 1039.1151356045643)" "('Η', 1039.1151356045643)" "('Ω', 1039.1151356045643)" "('Τ', 1740.4207798868804)" "('Ο', 1761.920292709571)" "('Ι', 1761.920292709571)" "('Γ', 1980.7838585572497)" "(' ', 1980.7838585572497)" "('Μ', 2233.9318101343583)" "('Ψ', 2366.1460915137377)" "('Φ', 2494.2533339447286)" "('Ο', 3141.5224434446827)" "('Κ', 3211.0652635902347)" "('Σ', 3452.1921513956277)" "('Ζ', 3538.3881297412363)" "('Ι', 3771.0884394900554)" "(' ', 4220.5064349971335)" "('Μ', 4783.285156240234)" "('Υ', 4783.285156240234)" "('Λ', 7093.626968562301)" "(' ', 7093.626968562301)"
"('Ρ', 0.0)" "('Δ', 0.0)" "('Η', 0.0)" "('Ω', 0.0)" "('Φ', 767.5108679753587)" "('Δ', 767.5108679753587)" "('Τ', 837.5756399451021)" "('Φ', 837.5756399451021)" "('Η', 1039.1151356045643)" "('Φ', 1039.1151356045643)" "('Ο', 1228.572299407031)" "('Ι', 1228.572299407031)" "('Γ', 1896.7849986170447)" "('Γ', 2069.8631540740075)" "(' ', 2069.8631540740075)" "('Ψ', 2229.339948433058)" "('Τ', 2408.569552485567)" "('Φ', 2690.550092785903)" "('Μ', 2730.5324943767687)" "('Ζ', 3276.075349707403)" "('Σ', 3687.0394638394923)" "(' ', 3809.4478614214736)" "('Ο', 3924.398796365003)" "('Κ', 4083.7527256227813)" "('Ι', 4580.307911084024)" "('Μ', 4802.87186662687)" "('Υ', 4802.87186662687)" "('Λ', 7531.674625844648)" "(' ', 7531.674625844648)"
"('Γ', 0.0)" "(' ', 0.0)" "('Μ', 1029.971355988805)" "('Ο', 1201.551718190189)" "('Ι', 1201.551718190189)" "('Τ', 1231.4707783281874)" "('Φ', 1304.7277891356916)" "('Δ', 1304.7277891356916)" "('Γ', 1613.651318063754)" "('Σ', 1619.3514620437122)" "('Η', 1980.7838585572497)" "('Φ', 1980.7838585572497)" "('Ρ', 2069.8631540740075)" "('Δ', 2069.8631540740075)" "('Η', 2069.8631540740075)" "('Ω', 2069.8631540740075)" "('Τ', 2160.8357144442675)" "('Φ', 2160.8357144442675)" "('Ο', 2512.656284962571)" "('Κ', 2890.1084239065276)" "('Ι', 3146.3944573181625)" "('Ψ', 4195.961255050072)" "('Φ', 4455.457243626801)" "('Ζ', 5309.7996686285205)" "('Λ', 5497.313857555712)" "(' ', 5497.313857555712)" "(' ', 5876.618917659658)" "('Μ', 6714.661363414461)" "('Υ', 6714.661363414461)"
"('Τ', 0.0)" "('Φ', 0.0)" "('Η', 309.6405689927571)" "('Φ', 309.6405689927571)" "('Ρ', 837.5756399451021)" "('Δ', 837.5756399451021)" "('Η', 837.5756399451021)" "('Ω', 837.5756399451021)" "('Φ', 1047.2424396549995)" "('Δ', 1047.2424396549995)" "('Γ', 1328.4491338876164)" "('Ο', 1763.868058017555)" "('Ι', 1763.868058017555)" "('Τ', 2033.3484243174964)" "('Ψ', 2097.123676261921)" "('Γ', 2160.8357144442675)" "(' ', 2160.8357144442675)" "('Φ', 2295.2232973265895)" "('Μ', 2505.2642216895024)" "('Ζ', 3260.7030210523412)" "('Ο', 3449.16256013452)" "('Κ', 3518.7999004239286)" "('Σ', 3684.073450410251)" "(' ', 3927.689052756559)" "('Ι', 4079.6726385778047)" "('Μ', 4560.9694686572775)" "('Υ', 4560.9694686572775)" "('Λ', 7370.9721105215185)" "(' ', 7370.9721105215185)"
"('Γ', 0.0)" "('Τ', 813.4976169477092)" "('Η', 1020.0372223311791)" "('Φ', 1020.0372223311791)" "('Τ', 1328.4491338876164)" "('Φ', 1328.4491338876164)" "('Μ', 1401.3917343944204)" "('Φ', 1451.36674070363)" "('Δ', 1451.36674070363)" "('Γ', 1613.651318063754)" "(' ', 1613.651318063754)" "('Ρ', 1896.7849986170447)" "('Δ', 1896.7849986170447)" "('Η', 1896.7849986170447)" "('Ω', 1896.7849986170447)" "('Ο', 2053.1376499705066)" "('Ι', 2053.1376499705066)" "('Ο', 2121.8346868961908)" "('Κ', 2206.2612137876954)" "('Σ', 2741.799946746771)" "('Ι', 2752.1244732248165)" "('Φ', 3309.4645655473023)" "('Ψ', 3324.715604377829)" "('Ζ', 4504.330585386012)" "(' ', 5215.293613069821)" "('Μ', 5612.421057450973)" "('Υ', 5612.421057450973)" "('Λ', 6167.6401520315585)" "(' ', 6167.6401520315585)"
"('Τ', 0.0)" "('Μ', 612.4402587363032)" "('Γ', 813.4976169477092)" "('Γ', 1231.4707783281874)" "(' ', 1231.4707783281874)" "('Ο', 1529.9186523166468)" "('Η', 1740.4207798868804)" "('Φ', 1740.4207798868804)" "('Φ', 1762.8554744760547)" "('Δ', 1762.8554744760547)" "('Κ', 1780.1958471039009)" "('Σ', 1973.7917740014443)" "('Τ', 2033.3484243174964)" "('Φ', 2033.3484243174964)" "('Ο', 2127.945316668155)" "('Ι', 2127.945316668155)" "('Ι', 2192.0572933952203)" "('Ρ', 2408.569552485567)" "('Δ', 2408.569552485567)" "('Η', 2408.569552485567)" "('Ω', 2408.569552485567)" "('Ψ', 4097.783288916891)" "('Φ', 4119.623907416407)" "('Ζ', 5274.332238545902)" "('Λ', 5369.060906520603)" "(' ', 5369.060906520603)" "(' ', 5959.984353412656)" "('Μ', 6423.646880219349)" "('Υ', 6423.646880219349)"
"('Ρ', 0.0)" "('Δ', 0.0)" "('Η', 0.0)" "('Ω', 0.0)" "('Φ', 767.5108679753587)" "('Δ', 767.5108679753587)" "('Τ', 837.5756399451021)" "('Φ', 837.5756399451021)" "('Η', 1039.1151356045643)" "('Φ', 1039.1151356045643)" "('Ο', 1228.572299407031)" "('Ι', 1228.572299407031)" "('Γ', 1896.7849986170447)" "('Γ', 2069.8631540740075)" "(' ', 2069.8631540740075)" "('Ψ', 2229.339948433058)" "('Τ', 2408.569552485567)" "('Φ', 2690.550092785903)" "('Μ', 2730.5324943767687)" "('Ζ', 3276.075349707403)" "('Σ', 3687.0394638394923)" "(' ', 3809.4478614214736)" "('Ο', 3924.398796365003)" "('Κ', 4083.7527256227813)" "('Ι', 4580.307911084024)" "('Μ', 4802.87186662687)" "('Υ', 4802.87186662687)" "('Λ', 7531.674625844648)" "(' ', 7531.674625844648)"
"('Ζ', 0.0)" "(' ', 829.8989979551484)" "('Ψ', 1179.8097272687157)" "('Φ', 1551.398797665156)" "('Μ', 1781.1156268232564)" "('Υ', 1781.1156268232564)" "('Τ', 3260.7030210523412)" "('Φ', 3260.7030210523412)" "('Ρ', 3276.075349707403)" "('Δ', 3276.075349707403)" "('Η', 3276.075349707403)" "('Ω', 3276.075349707403)" "('Η', 3538.3881297412363)" "('Φ', 3538.3881297412363)" "('Φ', 4015.6652560572825)" "('Δ', 4015.6652560572825)" "('Ο', 4462.218693685325)" "('Ι', 4462.218693685325)" "('Γ', 4504.330585386012)" "('Τ', 5274.332238545902)" "('Γ', 5309.7996686285205)" "(' ', 5309.7996686285205)" "('Μ', 5765.806736949271)" "('Κ', 6528.484102961053)" "('Ο', 6578.3256303804355)" "('Σ', 6902.716176350815)" "('Ι', 7156.707087734776)" "('Λ', 10630.81313473637)" "(' ', 10630.81313473637)"
"('Φ', 0.0)" "('Ψ', 838.7388817079598)" "('Ζ', 1551.398797665156)" "('Τ', 2295.2232973265895)" "('Φ', 2295.2232973265895)" "('Μ', 2304.7918113705837)" "('Υ', 2304.7918113705837)" "(' ', 2381.211925102048)" "('Η', 2494.2533339447286)" "('Φ', 2494.2533339447286)" "('Ρ', 2690.550092785903)" "('Δ', 2690.550092785903)" "('Η', 2690.550092785903)" "('Ω', 2690.550092785903)" "('Φ', 3278.155206907533)" "('Δ', 3278.155206907533)" "('Γ', 3309.4645655473023)" "('Ο', 3905.116497176905)" "('Ι', 3905.116497176905)" "('Τ', 4119.623907416407)" "('Γ', 4455.457243626801)" "(' ', 4455.457243626801)" "('Μ', 4678.324925641591)" "('Κ', 5143.854673470591)" "('Ο', 5261.208474513709)" "('Ι', 5793.972531564778)" "('Σ', 5942.7572710279865)" "('Λ', 9470.33308010613)" "(' ', 9470.33308010613)"
"('Μ', 0.0)" "('Υ', 0.0)" "('Ζ', 1781.1156268232564)" "(' ', 2011.7199817680148)" "('Φ', 2304.7918113705837)" "('Ψ', 2575.4267598445217)" "('Τ', 4560.9694686572775)" "('Φ', 4560.9694686572775)" "('Η', 4783.285156240234)" "('Φ', 4783.285156240234)" "('Ρ', 4802.87186662687)" "('Δ', 4802.87186662687)" "('Η', 4802.87186662687)" "('Ω', 4802.87186662687)" "('Φ', 5479.080932951765)" "('Δ', 5479.080932951765)" "('Γ', 5612.421057450973)" "('Ο', 6028.48116413253)" "('Ι', 6028.48116413253)" "('Τ', 6423.646880219349)" "('Γ', 6714.661363414461)" "(' ', 6714.661363414461)" "('Μ', 6982.6110016293915)" "('Κ', 7351.585877348068)" "('Ο', 7515.427433501969)" "('Ι', 8013.121586957776)" "('Σ', 8235.433830062373)" "('Λ', 11765.243235746224)" "(' ', 11765.243235746224)"
"('Λ', 0.0)" "(' ', 0.0)" "('Σ', 3905.804589423368)" "('Ι', 4018.858159780197)" "('Ο', 4336.987540221552)" "('Κ', 4654.735479353847)" "('Μ', 4866.958221543752)" "('Τ', 5369.060906520603)" "('Γ', 5497.313857555712)" "(' ', 5497.313857555712)" "('Γ', 6167.6401520315585)" "('Ο', 6641.287225789028)" "('Ι', 6641.287225789028)" "('Φ', 6768.824627192614)" "('Δ', 6768.824627192614)" "('Η', 7093.626968562301)" "('Φ', 7093.626968562301)" "('Τ', 7370.9721105215185)" "('Φ', 7370.9721105215185)" "('Ρ', 7531.674625844648)" "('Δ', 7531.674625844648)" "('Η', 7531.674625844648)" "('Ω', 7531.674625844648)" "('Ψ', 9459.572899461607)" "('Φ', 9470.33308010613)" "('Ζ', 10630.81313473637)" "(' ', 11282.97715562052)" "('Μ', 11765.243235746224)" "('Υ', 11765.243235746224)"
"('Κ', 0.0)" "('Ο', 525.0628007336596)" "('Ι', 666.6507137904056)" "('Τ', 1780.1958471039009)" "('Μ', 1884.8628677603215)" "('Γ', 2206.2612137876954)" "('Σ', 2698.941154666198)" "('Γ', 2890.1084239065276)" "(' ', 2890.1084239065276)" "('Η', 3211.0652635902347)" "('Φ', 3211.0652635902347)" "('Φ', 3514.865879914485)" "('Δ', 3514.865879914485)" "('Τ', 3518.7999004239286)" "('Φ', 3518.7999004239286)" "('Ο', 3904.917432220396)" "('Ι', 3904.917432220396)" "('Ρ', 4083.7527256227813)" "('Δ', 4083.7527256227813)" "('Η', 4083.7527256227813)" "('Ω', 4083.7527256227813)" "('Λ', 4654.735479353847)" "(' ', 4654.735479353847)" "('Φ', 5143.854673470591)" "('Ψ', 5365.448100215762)" "('Ζ', 6528.484102961053)" "(' ', 7292.354915233214)" "('Μ', 7351.585877348068)" "('Υ', 7351.585877348068)"
"('Μ', 0.0)" "('Τ', 612.4402587363032)" "('Γ', 1029.971355988805)" "(' ', 1029.971355988805)" "('Σ', 1362.2110668525522)" "('Γ', 1401.3917343944204)" "('Ο', 1484.7762931561526)" "('Κ', 1884.8628677603215)" "('Φ', 2003.2458145136595)" "('Δ', 2003.2458145136595)" "('Ι', 2117.7290088803024)" "('Ο', 2163.6597071388583)" "('Ι', 2163.6597071388583)" "('Η', 2233.9318101343583)" "('Φ', 2233.9318101343583)" "('Τ', 2505.2642216895024)" "('Φ', 2505.2642216895024)" "('Ρ', 2730.5324943767687)" "('Δ', 2730.5324943767687)" "('Η', 2730.5324943767687)" "('Ω', 2730.5324943767687)" "('Ψ', 4598.53550721087)" "('Φ', 4678.324925641591)" "('Λ', 4866.958221543752)" "(' ', 4866.958221543752)" "('Ζ', 5765.806736949271)" "(' ', 6419.161210723213)" "('Μ', 6982.6110016293915)" "('Υ', 6982.6110016293915)"
"('Ι', 0.0)" "('Ο', 662.690899722031)" "('Κ', 666.6507137904056)" "('Μ', 2117.7290088803024)" "('Τ', 2192.0572933952203)" "('Σ', 2585.8727458296926)" "('Γ', 2752.1244732248165)" "('Γ', 3146.3944573181625)" "(' ', 3146.3944573181625)" "('Η', 3771.0884394900554)" "('Φ', 3771.0884394900554)" "('Φ', 3954.8140774633216)" "('Δ', 3954.8140774633216)" "('Λ', 4018.858159780197)" "(' ', 4018.858159780197)" "('Τ', 4079.6726385778047)" "('Φ', 4079.6726385778047)" "('Ο', 4255.07436939069)" "('Ι', 4255.07436939069)" "('Ρ', 4580.307911084024)" "('Δ', 4580.307911084024)" "('Η', 4580.307911084024)" "('Ω', 4580.307911084024)" "('Φ', 5793.972531564778)" "('Ψ', 5987.1282162652515)" "('Ζ', 7156.707087734776)" "(' ', 7909.4619607460645)" "('Μ', 8013.121586957776)" "('Υ', 8013.121586957776)"
